match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,Year
India Vs England,India,Mohammed Shami,3,0,39,0,13.00,7,4,3,0,0,2022
India Vs England,India,Ravichandran Ashwin,2,0,27,0,13.50,1,1,2,1,0,2022
India Vs England,India,Hardik Pandya,3,0,34,0,11.33,5,1,2,0,0,2022
India Vs Zimbabwe,Zimbabwe,Richard Ngarava,4,1,44,1,11.00,12,2,4,1,1,2022
India Vs Zimbabwe,Zimbabwe,Tendai Chatara,4,0,34,0,8.50,5,3,1,0,0,2022
India Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,4,0,50,1,12.50,5,8,0,1,0,2022
India Vs Zimbabwe,Zimbabwe,Wellington Masakadza,2,0,12,0,6.00,5,1,0,1,0,2022
India Vs Zimbabwe,Zimbabwe,Ryan Burl,1,0,14,0,14.00,1,1,1,0,0,2022
India Vs Zimbabwe,Zimbabwe,Sikandar Raza,3,0,18,1,6.00,5,0,1,0,0,2022
India Vs Zimbabwe,Zimbabwe,Sean Williams,2,0,9,2,4.50,6,0,0,2,0,2022
India Vs Zimbabwe,India,Bhuvneshwar Kumar,3,1,11,1,3.66,14,1,0,1,0,2022
India Vs Zimbabwe,India,Arshdeep Singh,2,0,9,1,4.50,9,1,0,2,0,2022
India Vs Zimbabwe,India,Mohammed Shami,2,0,14,2,7.00,7,1,1,0,0,2022
India Vs Zimbabwe,India,Hardik Pandya,3,0,16,2,5.33,10,1,0,2,1,2022
India Vs Zimbabwe,India,Ravichandran Ashwin,4,0,22,3,5.50,13,3,0,1,0,2022
India Vs Zimbabwe,India,Axar Patel,3.2,0,40,1,12.00,4,5,1,0,0,2022
India Vs Bangladesh,Bangladesh,Taskin Ahmed,4,0,15,0,3.75,16,2,0,0,0,2022
India Vs Bangladesh,Bangladesh,Shoriful Islam,4,0,57,0,14.25,7,4,4,2,2,2022
India Vs Bangladesh,Bangladesh,Hasan Mahmud,4,0,47,3,11.75,7,6,2,0,1,2022
India Vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,31,0,7.75,9,4,0,0,0,2022
India Vs Bangladesh,Bangladesh,Shakib Al Hasan,4,0,33,2,8.25,3,2,0,0,0,2022
India Vs Bangladesh,India,Bhuvneshwar Kumar,3,0,27,0,9.00,7,2,2,0,0,2022
India Vs Bangladesh,India,Arshdeep Singh,4,0,38,2,9.50,10,5,1,0,0,2022
India Vs Bangladesh,India,Mohammed Shami,3,0,25,1,8.33,7,2,1,0,0,2022
India Vs Bangladesh,India,Axar Patel,1,0,6,0,6.00,2,0,0,0,0,2022
India Vs Bangladesh,India,Ravichandran Ashwin,2,0,19,0,9.50,4,3,0,1,0,2022
India Vs Bangladesh,India,Hardik Pandya,3,0,28,2,9.33,8,1,3,0,0,2022
India Vs South Africa,South Africa,Wayne Parnell,4,1,15,3,3.75,16,0,1,0,0,2022
India Vs South Africa,South Africa,Kagiso Rabada,4,0,26,0,6.50,13,2,1,1,0,2022
India Vs South Africa,South Africa,Lungi Ngidi,4,0,29,4,7.25,10,3,1,0,0,2022
India Vs South Africa,South Africa,Anrich Nortje,4,0,23,1,5.75,12,1,1,0,0,2022
India Vs South Africa,South Africa,Keshav Maharaj,3,0,28,0,9.33,5,3,1,0,0,2022
India Vs South Africa,South Africa,Aiden Markram,1,0,5,0,5.00,1,0,0,0,0,2022
India Vs South Africa,India,Bhuvneshwar Kumar,3.4,0,21,0,5.72,13,2,1,0,0,2022
India Vs South Africa,India,Arshdeep Singh,4,0,25,2,6.25,13,4,0,1,0,2022
India Vs South Africa,India,Mohammed Shami,4,0,13,1,3.25,15,1,0,0,0,2022
India Vs South Africa,India,Hardik Pandya,4,0,29,1,7.25,8,3,0,0,0,2022
India Vs South Africa,India,Ravichandran Ashwin,4,0,43,1,10.75,5,1,4,0,0,2022
India Vs Netherlands,Netherlands,Fred Klaassen,4,0,33,1,8.25,9,2,1,2,0,2022
India Vs Netherlands,Netherlands,Tim Pringle,4,0,30,0,7.50,6,3,0,0,0,2022
India Vs Netherlands,Netherlands,Paul van Meekeren,4,0,32,1,8.00,9,3,1,0,0,2022
India Vs Netherlands,Netherlands,Bas de Leede,3,0,33,0,11.00,6,5,1,1,0,2022
India Vs Netherlands,Netherlands,Logan van Beek,4,0,45,0,11.25,3,2,3,0,0,2022
India Vs Netherlands,Netherlands,Shariz Ahmad,1,0,5,0,5.00,2,0,0,0,0,2022
India Vs Netherlands,India,Bhuvneshwar Kumar,3,2,9,2,3.00,14,1,0,0,0,2022
India Vs Netherlands,India,Arshdeep Singh,4,0,37,2,9.25,9,6,0,1,1,2022
India Vs Netherlands,India,Mohammed Shami,4,0,27,1,6.75,10,2,0,0,0,2022
India Vs Netherlands,India,Axar Patel,4,0,18,2,4.50,11,0,0,0,0,2022
India Vs Netherlands,India,Hardik Pandya,1,0,9,0,9.00,1,0,0,1,0,2022
India Vs Netherlands,India,Ravichandran Ashwin,4,0,21,2,5.25,13,1,1,1,0,2022
Pakistan Vs India,India,Bhuvneshwar Kumar,4,0,22,1,5.50,17,1,1,3,0,2022
Pakistan Vs India,India,Arshdeep Singh,4,0,32,3,8.00,10,3,1,1,0,2022
Pakistan Vs India,India,Mohammed Shami,4,0,25,1,6.25,14,4,0,1,0,2022
Pakistan Vs India,India,Hardik Pandya,4,0,30,3,7.50,10,4,0,0,0,2022
Pakistan Vs India,India,Ravichandran Ashwin,3,0,23,0,7.66,5,0,1,1,0,2022
Pakistan Vs India,India,Axar Patel,1,0,21,0,21.00,2,0,3,0,0,2022
Pakistan Vs India,Pakistan,Shaheen Shah Afridi,4,0,34,0,8.50,7,4,0,1,0,2022
Pakistan Vs India,Pakistan,Naseem Shah,4,0,23,1,5.75,10,1,0,0,0,2022
Pakistan Vs India,Pakistan,Haris Rauf,4,0,36,2,9.00,11,2,2,1,0,2022
Pakistan Vs India,Pakistan,Shadab Khan,4,0,21,0,5.25,10,2,0,0,0,2022
Pakistan Vs India,Pakistan,Mohammad Nawaz,4,0,42,2,10.50,8,0,4,2,1,2022
South Africa Vs India,India,Deepak Chahar,4,0,48,1,12.00,11,1,5,3,1,2022
South Africa Vs India,India,Mohammed Siraj,4,0,44,0,11.00,7,4,2,1,1,2022
South Africa Vs India,India,Ravichandran Ashwin,4,0,35,0,8.75,7,1,3,0,0,2022
South Africa Vs India,India,Umesh Yadav,3,0,34,1,11.33,6,4,2,0,0,2022
South Africa Vs India,India,Harshal Patel,4,0,49,0,12.25,5,4,3,2,0,2022
South Africa Vs India,India,Axar Patel,1,0,13,0,13.00,1,1,1,0,0,2022
South Africa Vs India,South Africa,Kagiso Rabada,4,0,24,1,6.00,13,4,0,1,0,2022
South Africa Vs India,South Africa,Wayne Parnell,4,0,41,2,10.25,11,5,2,2,0,2022
South Africa Vs India,South Africa,Lungi Ngidi,3,0,51,2,17.00,4,4,4,2,1,2022
South Africa Vs India,South Africa,Keshav Maharaj,4,0,34,2,8.50,11,2,3,0,0,2022
South Africa Vs India,South Africa,Dwaine Pretorius,3.3,0,26,3,7.42,9,0,2,4,0,2022
India Vs South Africa,South Africa,Kagiso Rabada,4,0,57,0,14.25,8,6,4,2,0,2022
India Vs South Africa,South Africa,Wayne Parnell,4,0,54,0,13.50,8,7,3,0,1,2022
India Vs South Africa,South Africa,Lungi Ngidi,4,0,49,0,12.25,8,4,3,1,1,2022
India Vs South Africa,South Africa,Keshav Maharaj,4,0,23,2,5.75,11,3,0,0,0,2022
India Vs South Africa,South Africa,Anrich Nortje,3,0,41,0,13.66,3,5,2,1,0,2022
India Vs South Africa,South Africa,Aiden Markram,1,0,9,0,9.00,2,0,1,0,0,2022
India Vs South Africa,India,Deepak Chahar,4,1,24,0,6.00,12,3,0,1,0,2022
India Vs South Africa,India,Arshdeep Singh,4,0,62,2,15.50,5,4,4,2,3,2022
India Vs South Africa,India,Ravichandran Ashwin,4,0,37,0,9.25,7,2,2,4,0,2022
India Vs South Africa,India,Axar Patel,4,0,53,1,13.25,5,2,5,0,0,2022
India Vs South Africa,India,Harshal Patel,4,0,45,0,11.25,2,4,1,2,0,2022
South Africa Vs India,India,Deepak Chahar,4,0,24,2,6.00,14,1,2,0,0,2022
South Africa Vs India,India,Arshdeep Singh,4,0,32,3,8.00,14,4,1,2,0,2022
South Africa Vs India,India,Ravichandran Ashwin,4,1,8,0,2.00,16,0,0,0,0,2022
South Africa Vs India,India,Harshal Patel,4,0,26,2,6.50,11,2,1,2,0,2022
South Africa Vs India,India,Axar Patel,4,0,16,1,4.00,15,2,0,1,0,2022
South Africa Vs India,South Africa,Kagiso Rabada,4,1,16,1,4.00,18,3,0,0,0,2022
South Africa Vs India,South Africa,Wayne Parnell,4,0,14,0,3.50,17,1,0,2,0,2022
South Africa Vs India,South Africa,Anrich Nortje,3,0,32,1,10.66,11,1,4,1,0,2022
South Africa Vs India,South Africa,Tabraiz Shamsi,2.4,0,27,0,10.12,4,1,2,1,0,2022
South Africa Vs India,South Africa,Keshav Maharaj,3,0,21,0,7.00,6,1,1,0,0,2022
Australia Vs India,India,Bhuvneshwar Kumar,3,0,39,1,13.00,6,2,3,2,0,2022
Australia Vs India,India,Axar Patel,4,0,33,3,8.25,12,7,0,0,0,2022
Australia Vs India,India,Jasprit Bumrah,4,0,50,0,12.50,5,3,3,0,0,2022
Australia Vs India,India,Hardik Pandya,3,0,23,0,7.66,10,3,1,0,0,2022
Australia Vs India,India,Yuzvendra Chahal,4,0,22,1,5.50,8,1,0,0,0,2022
Australia Vs India,India,Harshal Patel,2,0,18,1,9.00,7,0,2,1,1,2022
Australia Vs India,Australia,Daniel Sams,3.5,0,33,2,8.60,8,1,2,2,0,2022
Australia Vs India,Australia,Josh Hazlewood,4,0,40,1,10.00,11,2,4,0,0,2022
Australia Vs India,Australia,Adam Zampa,4,0,44,0,11.00,5,3,3,0,0,2022
Australia Vs India,Australia,Pat Cummins,4,0,40,1,10.00,8,3,2,1,0,2022
Australia Vs India,Australia,Cameron Green,3,0,14,0,4.66,8,1,0,1,0,2022
Australia Vs India,Australia,Glenn Maxwell,1,0,11,0,11.00,1,2,0,0,0,2022
Australia Vs India,India,Hardik Pandya,1,0,10,0,10.00,2,2,0,0,0,2022
Australia Vs India,India,Axar Patel,2,0,13,2,6.50,8,3,0,0,0,2022
Australia Vs India,India,Yuzvendra Chahal,1,0,12,0,12.00,0,0,1,0,0,2022
Australia Vs India,India,Jasprit Bumrah,2,0,23,1,11.50,1,3,0,1,0,2022
Australia Vs India,India,Harshal Patel,2,0,32,0,16.00,2,2,3,0,0,2022
Australia Vs India,Australia,Josh Hazlewood,1,0,20,0,20.00,1,0,3,0,0,2022
Australia Vs India,Australia,Pat Cummins,2,0,23,1,11.50,5,2,1,3,0,2022
Australia Vs India,Australia,Adam Zampa,2,0,16,3,8.00,4,1,1,0,0,2022
Australia Vs India,Australia,Daniel Sams,1.2,0,20,0,15.00,2,3,1,0,0,2022
Australia Vs India,Australia,Sean Abbott,1,0,11,0,11.00,2,2,0,1,0,2022
India Vs Australia,Australia,Josh Hazlewood,4,0,39,2,9.75,9,4,2,1,0,2022
India Vs Australia,Australia,Pat Cummins,4,0,47,0,11.75,9,5,3,0,0,2022
India Vs Australia,Australia,Adam Zampa,4,0,36,0,9.00,5,2,2,1,0,2022
India Vs Australia,Australia,Nathan Ellis,4,0,30,3,7.50,8,3,0,2,0,2022
India Vs Australia,Australia,Cameron Green,3,0,46,1,15.33,4,2,5,0,0,2022
India Vs Australia,Australia,Glenn Maxwell,1,0,10,0,10.00,1,0,1,0,0,2022
India Vs Australia,India,Bhuvneshwar Kumar,4,0,52,0,13.00,7,8,1,4,0,2022
India Vs Australia,India,Umesh Yadav,2,0,27,2,13.50,5,5,1,0,0,2022
India Vs Australia,India,Axar Patel,4,0,17,3,4.25,12,0,1,0,0,2022
India Vs Australia,India,Yuzvendra Chahal,3.2,0,42,1,12.60,5,5,2,1,0,2022
India Vs Australia,India,Harshal Patel,4,0,49,0,12.25,7,3,4,1,0,2022
India Vs Australia,India,Hardik Pandya,2,0,22,0,11.00,2,4,0,0,0,2022
India Vs Afghanistan,Afghanistan,Fazalhaq Farooqi,4,0,51,0,12.75,4,5,2,2,0,2022
India Vs Afghanistan,Afghanistan,Mujeeb Ur Rahman,4,0,29,0,7.25,9,3,1,0,0,2022
India Vs Afghanistan,Afghanistan,Fareed Ahmad,4,0,57,2,14.25,5,7,3,0,0,2022
India Vs Afghanistan,Afghanistan,Rashid Khan,4,0,33,0,8.25,8,2,2,0,0,2022
India Vs Afghanistan,Afghanistan,Mohammad Nabi,3,0,34,0,11.33,0,3,1,0,0,2022
India Vs Afghanistan,Afghanistan,Azmatullah Omarzai,1,0,8,0,8.00,1,1,0,0,0,2022
India Vs Afghanistan,India,Bhuvneshwar Kumar,4,1,4,5,1.00,20,0,0,0,0,2022
India Vs Afghanistan,India,Deepak Chahar,4,0,28,0,7.00,8,3,0,0,0,2022
India Vs Afghanistan,India,Arshdeep Singh,2,0,7,1,3.50,8,1,0,0,0,2022
India Vs Afghanistan,India,Axar Patel,4,0,24,0,6.00,10,3,0,0,0,2022
India Vs Afghanistan,India,Ravichandran Ashwin,4,0,27,1,6.75,13,2,1,3,0,2022
India Vs Afghanistan,India,Deepak Hooda,1,0,3,1,3.00,3,0,0,0,0,2022
India Vs Afghanistan,India,Dinesh Karthik,1,0,18,0,18.00,1,0,2,0,0,2022
India Vs Sri Lanka,Sri Lanka,Dilshan Madushanka,4,0,24,3,6.00,11,0,1,3,0,2022
India Vs Sri Lanka,Sri Lanka,Maheesh Theekshana,4,0,29,1,7.25,6,3,0,1,0,2022
India Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,4,0,27,2,6.75,8,1,1,0,0,2022
India Vs Sri Lanka,Sri Lanka,Asitha Fernando,2,0,28,0,14.00,1,2,2,0,0,2022
India Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga,4,0,39,0,9.75,4,2,2,0,0,2022
India Vs Sri Lanka,Sri Lanka,Dasun Shanaka,2,0,26,2,13.00,4,2,1,3,1,2022
India Vs Sri Lanka,India,Bhuvneshwar Kumar,4,0,30,0,7.50,8,4,0,2,0,2022
India Vs Sri Lanka,India,Arshdeep Singh,3.5,0,40,0,10.43,4,4,1,0,0,2022
India Vs Sri Lanka,India,Hardik Pandya,4,0,35,0,8.75,6,2,2,0,0,2022
India Vs Sri Lanka,India,Yuzvendra Chahal,4,0,34,3,8.50,9,1,3,1,0,2022
India Vs Sri Lanka,India,Ravichandran Ashwin,4,0,32,1,8.00,6,1,2,0,0,2022
India Vs Pakistan,Pakistan,Naseem Shah,4,0,45,1,11.25,6,3,3,0,0,2022
India Vs Pakistan,Pakistan,Mohammad Hasnain,4,0,38,1,9.50,8,3,1,3,0,2022
India Vs Pakistan,Pakistan,Haris Rauf,4,0,38,1,9.50,10,4,1,2,0,2022
India Vs Pakistan,Pakistan,Mohammad Nawaz,4,0,25,1,6.25,7,2,0,0,0,2022
India Vs Pakistan,Pakistan,Shadab Khan,4,0,31,2,7.75,7,4,0,1,0,2022
India Vs Pakistan,India,Bhuvneshwar Kumar,4,0,40,1,10.00,8,5,1,2,0,2022
India Vs Pakistan,India,Arshdeep Singh,3.5,0,27,1,7.04,10,2,1,0,0,2022
India Vs Pakistan,India,Ravi Bishnoi,4,0,26,1,6.50,8,0,1,3,0,2022
India Vs Pakistan,India,Hardik Pandya,4,0,44,1,11.00,6,6,1,1,0,2022
India Vs Pakistan,India,Yuzvendra Chahal,4,0,43,1,10.75,6,6,1,0,0,2022
India Vs Hong Kong,Hong Kong,Haroon Arshad,3,0,53,0,17.66,4,1,6,1,2,2022
India Vs Hong Kong,Hong Kong,Ayush Shukla,4,0,29,1,7.25,13,4,1,1,0,2022
India Vs Hong Kong,Hong Kong,Ehsan Khan,4,0,26,0,6.50,7,0,1,1,0,2022
India Vs Hong Kong,Hong Kong,Aizaz Khan,3,0,37,0,12.33,2,1,3,2,0,2022
India Vs Hong Kong,Hong Kong,Yasim Murtaza,4,0,27,0,6.75,7,2,0,0,0,2022
India Vs Hong Kong,Hong Kong,Mohammad Ghazanfar,2,0,19,1,9.50,2,1,1,0,0,2022
India Vs Hong Kong,India,Bhuvneshwar Kumar,3,0,15,1,5.00,11,0,1,1,0,2022
India Vs Hong Kong,India,Arshdeep Singh,4,0,44,1,11.00,7,8,0,0,2,2022
India Vs Hong Kong,India,Ravindra Jadeja,4,0,15,1,3.75,12,0,0,2,0,2022
India Vs Hong Kong,India,Avesh Khan,4,0,53,1,13.25,7,5,4,0,0,2022
India Vs Hong Kong,India,Yuzvendra Chahal,4,0,18,0,4.50,11,1,0,0,0,2022
India Vs Hong Kong,India,Virat Kohli,1,0,6,0,6.00,1,0,0,0,0,2022
Pakistan Vs India,India,Bhuvneshwar Kumar,4,0,26,4,6.50,13,3,1,0,0,2022
Pakistan Vs India,India,Arshdeep Singh,3.5,0,33,2,8.60,13,4,1,2,0,2022
Pakistan Vs India,India,Hardik Pandya,4,0,25,3,6.25,10,2,0,2,0,2022
Pakistan Vs India,India,Avesh Khan,2,0,19,1,9.50,4,2,1,0,0,2022
Pakistan Vs India,India,Yuzvendra Chahal,4,0,32,0,8.00,4,1,1,0,0,2022
Pakistan Vs India,India,Ravindra Jadeja,2,0,11,0,5.50,4,1,0,0,0,2022
Pakistan Vs India,Pakistan,Naseem Shah,4,0,27,2,6.75,12,2,1,2,0,2022
Pakistan Vs India,Pakistan,Shahnawaz Dahani,4,0,29,0,7.25,7,2,0,2,0,2022
Pakistan Vs India,Pakistan,Haris Rauf,4,0,35,0,8.75,11,4,1,2,0,2022
Pakistan Vs India,Pakistan,Shadab Khan,4,0,19,0,4.75,10,1,0,0,0,2022
Pakistan Vs India,Pakistan,Mohammad Nawaz,3.4,0,33,3,9.00,7,1,3,0,0,2022
India Vs West Indies,West Indies,Jason Holder,4,0,38,1,9.50,11,4,2,0,1,2022
India Vs West Indies,West Indies,Obed McCoy,2,0,27,0,13.50,2,3,1,3,0,2022
India Vs West Indies,West Indies,Dominic Drakes,3,0,24,1,8.00,8,4,0,0,0,2022
India Vs West Indies,West Indies,Keemo Paul,2,0,24,0,12.00,3,3,0,1,2,2022
India Vs West Indies,West Indies,Hayden Walsh,4,0,33,1,8.25,5,3,1,0,0,2022
India Vs West Indies,West Indies,Odean Smith,4,0,33,3,8.25,8,0,3,2,0,2022
India Vs West Indies,West Indies,Rovman Powell,1,0,9,0,9.00,1,1,0,1,0,2022
India Vs West Indies,India,Axar Patel,3,1,15,3,5.00,13,3,0,1,0,2022
India Vs West Indies,India,Arshdeep Singh,2,0,18,0,9.00,3,3,0,0,0,2022
India Vs West Indies,India,Avesh Khan,2,0,20,0,10.00,6,1,2,1,0,2022
India Vs West Indies,India,Hardik Pandya,2,0,19,0,9.50,3,0,2,0,0,2022
India Vs West Indies,India,Kuldeep Yadav,4,1,12,3,3.00,16,1,0,0,0,2022
India Vs West Indies,India,Ravi Bishnoi,2.4,0,16,4,6.00,12,2,0,2,0,2022
India Vs West Indies,West Indies,Akeal Hosein,4,0,28,1,7.00,8,2,1,0,0,2022
India Vs West Indies,West Indies,Dominic Drakes,4,0,31,0,7.75,7,3,0,2,0,2022
India Vs West Indies,West Indies,Obed McCoy,4,0,66,2,16.50,3,3,6,4,0,2022
India Vs West Indies,West Indies,Alzarri Joseph,4,0,29,2,7.25,8,2,1,1,0,2022
India Vs West Indies,West Indies,Jason Holder,4,0,33,0,8.25,5,4,0,2,0,2022
India Vs West Indies,India,Bhuvneshwar Kumar,3,0,21,0,7.00,8,3,0,1,0,2022
India Vs West Indies,India,Avesh Khan,4,0,17,2,4.25,14,2,0,1,0,2022
India Vs West Indies,India,Axar Patel,4,0,48,2,12.00,11,2,5,3,0,2022
India Vs West Indies,India,Arshdeep Singh,3.1,0,12,3,3.78,13,2,0,0,0,2022
India Vs West Indies,India,Ravi Bishnoi,4,0,27,2,6.75,14,2,2,0,0,2022
India Vs West Indies,India,Deepak Hooda,1,0,4,0,4.00,2,0,0,0,0,2022
West Indies Vs India,India,Deepak Hooda,1,0,1,0,1.00,5,0,0,0,0,2022
West Indies Vs India,India,Bhuvneshwar Kumar,4,0,35,2,8.75,11,3,2,0,0,2022
West Indies Vs India,India,Avesh Khan,3,0,47,0,15.66,2,4,3,2,0,2022
West Indies Vs India,India,Hardik Pandya,4,0,19,1,4.75,13,1,1,0,0,2022
West Indies Vs India,India,Arshdeep Singh,4,0,33,1,8.25,8,4,1,0,0,2022
West Indies Vs India,India,Ravichandran Ashwin,4,0,26,0,6.50,12,3,1,0,0,2022
West Indies Vs India,West Indies,Obed McCoy,4,0,34,0,8.50,9,5,0,1,0,2022
West Indies Vs India,West Indies,Alzarri Joseph,4,0,39,0,9.75,9,3,3,0,0,2022
West Indies Vs India,West Indies,Dominic Drakes,4,0,33,1,8.25,7,5,0,0,0,2022
West Indies Vs India,West Indies,Jason Holder,3,0,30,1,10.00,2,2,1,2,0,2022
West Indies Vs India,West Indies,Akeal Hosein,4,0,28,1,7.00,10,0,2,2,1,2022
India Vs West Indies,West Indies,Obed McCoy,4,1,17,6,4.25,15,0,1,1,0,2022
India Vs West Indies,West Indies,Alzarri Joseph,4,0,29,1,7.25,12,1,2,0,0,2022
India Vs West Indies,West Indies,Odean Smith,4,0,43,0,10.75,7,2,3,1,0,2022
India Vs West Indies,West Indies,Akeal Hosein,4,0,22,1,5.50,11,1,1,0,0,2022
India Vs West Indies,West Indies,Jason Holder,3.4,0,23,2,6.27,6,0,1,1,0,2022
India Vs West Indies,India,Bhuvneshwar Kumar,2,0,12,0,6.00,6,2,0,0,0,2022
India Vs West Indies,India,Arshdeep Singh,4,0,26,1,6.50,10,3,0,0,1,2022
India Vs West Indies,India,Ravindra Jadeja,3,0,16,1,5.33,8,1,0,0,0,2022
India Vs West Indies,India,Ravichandran Ashwin,4,0,32,1,8.00,7,3,1,0,0,2022
India Vs West Indies,India,Hardik Pandya,4,0,22,1,5.50,11,1,1,1,0,2022
India Vs West Indies,India,Avesh Khan,2.2,0,31,1,13.28,6,2,3,0,1,2022
India Vs West Indies,West Indies,Obed McCoy,4,0,30,1,7.50,12,3,1,1,0,2022
India Vs West Indies,West Indies,Jason Holder,4,0,50,1,12.50,3,3,3,2,1,2022
India Vs West Indies,West Indies,Akeal Hosein,4,0,14,1,3.50,14,1,0,1,0,2022
India Vs West Indies,West Indies,Alzarri Joseph,4,0,46,2,11.50,5,4,2,1,0,2022
India Vs West Indies,West Indies,Odean Smith,2,0,18,0,9.00,3,3,0,0,0,2022
India Vs West Indies,West Indies,Keemo Paul,2,0,24,1,12.00,3,4,0,2,0,2022
India Vs West Indies,India,Bhuvneshwar Kumar,2,1,11,1,5.50,8,2,0,0,0,2022
India Vs West Indies,India,Arshdeep Singh,4,0,24,2,6.00,10,1,1,1,1,2022
India Vs West Indies,India,Ravindra Jadeja,4,0,26,1,6.50,12,3,1,0,0,2022
India Vs West Indies,India,Ravichandran Ashwin,4,0,22,2,5.50,13,0,2,0,0,2022
India Vs West Indies,India,Hardik Pandya,2,0,12,0,6.00,5,0,1,0,0,2022
India Vs West Indies,India,Ravi Bishnoi,4,0,26,2,6.50,12,2,1,2,1,2022
England Vs India,India,Avesh Khan,4,0,43,1,10.75,12,2,3,1,1,2022
England Vs India,India,Umran Malik,4,0,56,1,14.00,7,6,3,3,0,2022
England Vs India,India,Ravi Bishnoi,4,0,30,2,7.50,11,2,1,0,1,2022
England Vs India,India,Ravindra Jadeja,4,0,45,0,11.25,7,2,4,1,0,2022
England Vs India,India,Harshal Patel,4,0,35,2,8.75,8,2,2,0,0,2022
England Vs India,England,David Willey,4,0,40,2,10.00,8,4,2,1,0,2022
England Vs India,England,Reece Topley,4,0,22,3,5.50,12,3,0,1,0,2022
England Vs India,England,Richard Gleeson,4,0,31,1,7.75,10,2,2,0,0,2022
England Vs India,England,Chris Jordan,4,0,37,2,9.25,7,4,1,1,0,2022
England Vs India,England,Liam Livingstone,2,0,36,0,18.00,4,3,3,1,1,2022
England Vs India,England,Moeen Ali,2,0,31,1,15.50,4,3,2,3,0,2022
India Vs England,England,David Willey,3,0,35,0,11.66,6,3,2,2,0,2022
India Vs England,England,Sam Curran,3,0,26,0,8.66,7,3,0,3,0,2022
India Vs England,England,Moeen Ali,2,0,23,0,11.50,3,3,1,0,0,2022
India Vs England,England,Richard Gleeson,4,1,15,3,3.75,16,1,0,1,0,2022
India Vs England,England,Matt Parkinson,2,0,21,0,10.50,2,3,0,1,0,2022
India Vs England,England,Chris Jordan,4,0,27,4,6.75,10,2,1,0,0,2022
India Vs England,England,Liam Livingstone,2,0,23,0,11.50,2,2,0,1,0,2022
India Vs England,India,Bhuvneshwar Kumar,3,1,15,3,5.00,11,2,0,0,0,2022
India Vs England,India,Jasprit Bumrah,3,1,10,2,3.33,11,1,0,0,0,2022
India Vs England,India,Hardik Pandya,3,0,29,1,9.66,6,2,2,0,0,2022
India Vs England,India,Harshal Patel,4,0,34,1,8.50,11,5,1,1,0,2022
India Vs England,India,Yuzvendra Chahal,2,0,10,2,5.00,5,1,0,0,0,2022
India Vs England,India,Ravindra Jadeja,2,0,22,0,11.00,1,2,1,0,0,2022
India Vs England,England,Sam Curran,2,0,18,0,9.00,1,2,0,0,0,2022
India Vs England,England,Reece Topley,4,0,34,1,8.50,11,5,0,1,0,2022
India Vs England,England,Moeen Ali,2,0,26,2,13.00,5,3,2,0,0,2022
India Vs England,England,Tymal Mills,3,0,35,1,11.66,6,3,2,1,0,2022
India Vs England,England,Matt Parkinson,4,0,44,1,11.00,6,5,1,3,0,2022
India Vs England,England,Chris Jordan,4,0,23,2,5.75,9,2,0,1,0,2022
India Vs England,England,Liam Livingstone,1,0,15,0,15.00,0,3,0,0,0,2022
India Vs England,India,Bhuvneshwar Kumar,3,0,10,1,3.33,11,1,0,0,0,2022
India Vs England,India,Arshdeep Singh,3.3,1,18,2,5.14,13,2,0,2,0,2022
India Vs England,India,Hardik Pandya,4,0,33,4,8.25,10,3,1,1,0,2022
India Vs England,India,Harshal Patel,3,0,24,1,8.00,9,3,1,0,0,2022
India Vs England,India,Yuzvendra Chahal,4,0,32,2,8.00,9,2,2,0,0,2022
India Vs England,India,Axar Patel,2,0,23,0,11.50,2,2,1,1,0,2022
India Vs Ireland,Ireland,Mark Adair,4,0,42,3,10.50,8,3,3,0,0,2022
India Vs Ireland,Ireland,Josh Little,4,0,38,2,9.50,11,8,0,1,0,2022
India Vs Ireland,Ireland,Craig Young,4,0,35,2,8.75,9,4,1,0,1,2022
India Vs Ireland,Ireland,Gareth Delany,4,0,43,0,10.75,4,2,3,1,0,2022
India Vs Ireland,Ireland,Conor Olphert,3,0,47,0,15.66,3,5,2,4,1,2022
India Vs Ireland,Ireland,Andy McBrine,1,0,16,0,16.00,0,0,2,0,0,2022
India Vs Ireland,India,Bhuvneshwar Kumar,4,0,46,1,11.50,10,7,2,1,0,2022
India Vs Ireland,India,Hardik Pandya,2,0,18,0,9.00,8,1,2,1,0,2022
India Vs Ireland,India,Harshal Patel,4,0,54,1,13.50,9,2,6,1,1,2022
India Vs Ireland,India,Ravi Bishnoi,4,0,41,1,10.25,9,4,2,2,1,2022
India Vs Ireland,India,Umran Malik,4,0,42,1,10.50,10,4,2,3,2,2022
India Vs Ireland,India,Axar Patel,2,0,12,0,6.00,3,1,0,0,0,2022
Ireland Vs India,India,Bhuvneshwar Kumar,3,1,16,1,5.33,11,1,1,0,0,2022
Ireland Vs India,India,Hardik Pandya,2,0,26,1,13.00,5,2,2,1,0,2022
Ireland Vs India,India,Avesh Khan,2,0,22,1,11.00,4,2,1,1,0,2022
Ireland Vs India,India,Axar Patel,1,0,12,0,12.00,0,2,0,0,0,2022
