match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,Year
Ireland Vs India,India,Umran Malik,1,0,14,0,14.00,1,1,1,1,0,2022
Ireland Vs India,India,Yuzvendra Chahal,3,0,11,1,3.66,7,0,0,0,0,2022
Ireland Vs India,Ireland,Josh Little,2.2,0,39,1,16.71,4,6,2,1,0,2022
Ireland Vs India,Ireland,Mark Adair,2,0,14,0,7.00,6,2,0,2,0,2022
Ireland Vs India,Ireland,Craig Young,2,0,18,2,9.00,7,2,1,1,1,2022
Ireland Vs India,Ireland,Andy McBrine,1,0,21,0,21.00,1,0,3,1,0,2022
Ireland Vs India,Ireland,Conor Olphert,2,0,18,0,9.00,5,1,1,2,0,2022
India Vs Info,Info,Keshav Maharaj,1,0,16,0,16.00,1,0,2,0,0,2022
India Vs Info,Info,Lungi Ngidi,1.3,0,6,2,4.00,5,0,0,1,0,2022
India Vs Info,Info,Kagiso Rabada,1,0,5,0,5.00,4,1,0,0,0,2022
India Vs South Africa,South Africa,Marco Jansen,4,0,38,1,9.50,10,5,1,1,1,2022
India Vs South Africa,South Africa,Lungi Ngidi,3,0,20,2,6.66,11,2,1,1,0,2022
India Vs South Africa,South Africa,Dwaine Pretorius,4,0,41,1,10.25,8,4,2,1,0,2022
India Vs South Africa,South Africa,Anrich Nortje,3,0,21,1,7.00,10,4,0,0,0,2022
India Vs South Africa,South Africa,Tabraiz Shamsi,2,0,18,0,9.00,4,0,2,0,0,2022
India Vs South Africa,South Africa,Keshav Maharaj,4,0,29,1,7.25,10,5,0,0,0,2022
India Vs South Africa,India,Bhuvneshwar Kumar,2,0,8,0,4.00,8,1,0,0,0,2022
India Vs South Africa,India,Hardik Pandya,1,0,12,0,12.00,1,2,0,0,0,2022
India Vs South Africa,India,Avesh Khan,4,0,18,4,4.50,15,2,0,0,0,2022
India Vs South Africa,India,Harshal Patel,2,0,3,1,1.50,9,0,0,0,0,2022
India Vs South Africa,India,Yuzvendra Chahal,4,0,21,2,5.25,12,1,1,1,0,2022
India Vs South Africa,India,Axar Patel,3.5,0,19,1,4.95,12,1,1,0,0,2022
India Vs South Africa,South Africa,Kagiso Rabada,4,0,31,1,7.75,9,3,1,0,0,2022
India Vs South Africa,South Africa,Wayne Parnell,4,0,32,0,8.00,7,4,0,0,0,2022
India Vs South Africa,South Africa,Anrich Nortje,2,0,23,0,11.50,6,4,1,0,0,2022
India Vs South Africa,South Africa,Dwaine Pretorius,4,0,29,2,7.25,6,1,1,2,0,2022
India Vs South Africa,South Africa,Tabraiz Shamsi,4,0,36,1,9.00,6,2,2,0,0,2022
India Vs South Africa,South Africa,Keshav Maharaj,2,0,24,1,12.00,3,3,1,0,0,2022
India Vs South Africa,India,Bhuvneshwar Kumar,4,0,21,1,5.25,10,2,0,0,0,2022
India Vs South Africa,India,Avesh Khan,4,0,35,0,8.75,9,4,1,0,0,2022
India Vs South Africa,India,Axar Patel,4,0,28,1,7.00,12,1,2,0,0,2022
India Vs South Africa,India,Yuzvendra Chahal,4,0,20,3,5.00,11,1,0,3,0,2022
India Vs South Africa,India,Harshal Patel,3.1,0,25,4,7.89,5,2,1,0,0,2022
India Vs South Africa,South Africa,Kagiso Rabada,4,0,15,1,3.75,13,1,0,1,0,2022
India Vs South Africa,South Africa,Wayne Parnell,4,0,23,1,5.75,11,2,0,2,0,2022
India Vs South Africa,South Africa,Anrich Nortje,4,0,36,2,9.00,8,3,2,1,0,2022
India Vs South Africa,South Africa,Dwaine Pretorius,4,0,40,1,10.00,6,2,3,0,0,2022
India Vs South Africa,South Africa,Tabraiz Shamsi,2,0,21,0,10.50,4,2,1,2,0,2022
India Vs South Africa,South Africa,Keshav Maharaj,2,0,12,1,6.00,5,0,1,0,0,2022
India Vs South Africa,India,Bhuvneshwar Kumar,4,0,13,4,3.25,17,2,0,0,0,2022
India Vs South Africa,India,Avesh Khan,3,0,17,0,5.66,11,3,0,0,0,2022
India Vs South Africa,India,Hardik Pandya,3,0,31,0,10.33,6,3,2,0,0,2022
India Vs South Africa,India,Yuzvendra Chahal,4,0,49,1,12.25,7,3,4,1,0,2022
India Vs South Africa,India,Harshal Patel,3,0,17,1,5.66,6,1,0,1,0,2022
India Vs South Africa,India,Axar Patel,1,0,19,0,19.00,0,2,1,0,0,2022
India Vs South Africa,India,Shreyas Iyer,0.2,0,2,0,6.00,1,0,0,0,0,2022
India Vs South Africa,South Africa,Keshav Maharaj,3,0,43,1,14.33,7,4,3,1,0,2022
India Vs South Africa,South Africa,Kagiso Rabada,4,0,35,0,8.75,11,4,1,4,0,2022
India Vs South Africa,South Africa,Anrich Nortje,4,0,36,1,9.00,11,2,3,0,0,2022
India Vs South Africa,South Africa,Wayne Parnell,4,0,32,1,8.00,11,3,2,0,0,2022
India Vs South Africa,South Africa,Tabraiz Shamsi,2,0,27,0,13.50,2,0,3,1,0,2022
India Vs South Africa,South Africa,Dwaine Pretorius,3,0,35,1,11.66,3,3,2,1,0,2022
India Vs South Africa,India,Bhuvneshwar Kumar,4,0,43,1,10.75,10,4,3,1,0,2022
India Vs South Africa,India,Avesh Khan,4,0,35,0,8.75,10,5,0,2,1,2022
India Vs South Africa,India,Yuzvendra Chahal,2.1,0,26,0,12.00,4,4,1,0,0,2022
India Vs South Africa,India,Hardik Pandya,1,0,18,0,18.00,3,0,3,0,0,2022
India Vs South Africa,India,Harshal Patel,4,0,43,1,10.75,10,3,4,0,0,2022
India Vs South Africa,India,Axar Patel,4,0,40,1,10.00,3,1,3,0,0,2022
Sri Lanka Vs India,India,Mohammed Siraj,4,0,22,1,5.50,13,3,0,0,0,2022
Sri Lanka Vs India,India,Avesh Khan,4,1,23,2,5.75,15,2,1,2,0,2022
Sri Lanka Vs India,India,Harshal Patel,4,0,29,1,7.25,9,2,1,1,0,2022
Sri Lanka Vs India,India,Kuldeep Yadav,4,0,22,0,5.50,10,2,0,0,0,2022
Sri Lanka Vs India,India,Ravi Bishnoi,4,0,32,1,8.00,6,3,0,2,0,2022
Sri Lanka Vs India,Sri Lanka,Binura Fernando,4,0,35,0,8.75,8,6,0,0,0,2022
Sri Lanka Vs India,Sri Lanka,Dushmantha Chameera,3,0,19,1,6.33,7,2,0,2,0,2022
Sri Lanka Vs India,Sri Lanka,Lahiru Kumara,3.5,0,39,2,10.17,5,6,0,2,0,2022
Sri Lanka Vs India,Sri Lanka,Chamika Karunaratne,3.4,0,31,1,8.45,3,3,0,0,0,2022
Sri Lanka Vs India,Sri Lanka,Jeffrey Vandersay,2.2,0,24,0,10.28,4,1,2,0,0,2022
Sri Lanka Vs India,India,Bhuvneshwar Kumar,4,0,36,1,9.00,8,4,1,1,0,2022
Sri Lanka Vs India,India,Jasprit Bumrah,4,0,24,1,6.00,14,4,0,2,0,2022
Sri Lanka Vs India,India,Harshal Patel,4,0,52,1,13.00,7,4,4,1,0,2022
Sri Lanka Vs India,India,Yuzvendra Chahal,4,0,27,1,6.75,7,3,0,0,0,2022
Sri Lanka Vs India,India,Ravindra Jadeja,4,0,37,1,9.25,8,3,2,0,0,2022
Sri Lanka Vs India,Sri Lanka,Dushmantha Chameera,3.1,0,39,1,12.31,5,5,1,3,0,2022
Sri Lanka Vs India,Sri Lanka,Binura Fernando,4,0,47,0,11.75,6,8,0,1,1,2022
Sri Lanka Vs India,Sri Lanka,Lahiru Kumara,3,0,31,2,10.33,9,2,3,1,0,2022
Sri Lanka Vs India,Sri Lanka,Praveen Jayawickrama,2,0,19,0,9.50,4,0,2,0,0,2022
Sri Lanka Vs India,Sri Lanka,Chamika Karunaratne,3,0,24,0,8.00,3,1,1,0,0,2022
Sri Lanka Vs India,Sri Lanka,Dasun Shanaka,2,0,24,0,12.00,1,1,1,2,0,2022
India Vs Sri Lanka,Sri Lanka,Dushmantha Chameera,4,0,42,0,10.50,6,2,2,0,0,2022
India Vs Sri Lanka,Sri Lanka,Lahiru Kumara,4,0,43,1,10.75,5,4,2,1,0,2022
India Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,4,0,46,0,11.50,5,6,1,2,0,2022
India Vs Sri Lanka,Sri Lanka,Praveen Jayawickrama,2,0,15,0,7.50,2,1,0,0,0,2022
India Vs Sri Lanka,Sri Lanka,Jeffrey Vandersay,4,0,34,0,8.50,8,2,1,1,0,2022
India Vs Sri Lanka,Sri Lanka,Dasun Shanaka,2,0,19,1,9.50,2,2,0,1,0,2022
India Vs Sri Lanka,India,Bhuvneshwar Kumar,2,0,9,2,4.50,7,1,0,0,0,2022
India Vs Sri Lanka,India,Jasprit Bumrah,3,0,19,0,6.33,7,2,0,0,0,2022
India Vs Sri Lanka,India,Harshal Patel,2,0,10,0,5.00,4,0,0,0,0,2022
India Vs Sri Lanka,India,Yuzvendra Chahal,3,0,11,1,3.66,8,0,0,0,0,2022
India Vs Sri Lanka,India,Venkatesh Iyer,3,0,36,2,12.00,4,3,2,1,0,2022
India Vs Sri Lanka,India,Ravindra Jadeja,4,0,28,1,7.00,9,2,1,0,0,2022
India Vs Sri Lanka,India,Deepak Hooda,3,0,24,0,8.00,6,1,1,1,0,2022
India Vs West Indies,West Indies,Jason Holder,4,0,29,1,7.25,14,4,1,2,0,2022
India Vs West Indies,West Indies,Romario Shepherd,4,0,50,1,12.50,10,5,4,1,0,2022
India Vs West Indies,West Indies,Roston Chase,4,0,23,1,5.75,6,1,0,0,0,2022
India Vs West Indies,West Indies,Hayden Walsh,4,0,30,1,7.50,8,1,2,0,0,2022
India Vs West Indies,West Indies,Dominic Drakes,3,0,37,1,12.33,5,4,2,1,0,2022
India Vs West Indies,West Indies,Fabian Allen,1,0,5,0,5.00,1,0,0,0,0,2022
India Vs West Indies,India,Deepak Chahar,1.5,0,15,2,8.18,6,3,0,0,0,2022
India Vs West Indies,India,Avesh Khan,4,0,42,0,10.50,10,5,2,1,0,2022
India Vs West Indies,India,Venkatesh Iyer,2.1,0,23,2,10.61,5,3,1,0,0,2022
India Vs West Indies,India,Shardul Thakur,4,0,33,2,8.25,12,4,1,3,0,2022
India Vs West Indies,India,Ravi Bishnoi,4,0,29,0,7.25,12,1,2,2,0,2022
India Vs West Indies,India,Harshal Patel,4,0,22,3,5.50,13,3,0,1,0,2022
India Vs West Indies,West Indies,Akeal Hosein,4,0,30,0,7.50,10,4,0,0,2,2022
India Vs West Indies,West Indies,Sheldon Cottrell,3,1,20,1,6.66,11,4,0,1,0,2022
India Vs West Indies,West Indies,Jason Holder,4,0,45,0,11.25,6,4,2,2,0,2022
India Vs West Indies,West Indies,Romario Shepherd,3,0,34,1,11.33,4,3,1,2,0,2022
India Vs West Indies,West Indies,Roston Chase,4,0,25,3,6.25,11,2,1,1,0,2022
India Vs West Indies,West Indies,Odean Smith,1,0,10,0,10.00,2,1,0,2,0,2022
India Vs West Indies,West Indies,Kieron Pollard,1,0,14,0,14.00,1,3,0,0,0,2022
India Vs West Indies,India,Bhuvneshwar Kumar,4,0,29,1,7.25,9,2,0,2,0,2022
India Vs West Indies,India,Deepak Chahar,4,0,40,0,10.00,8,3,3,0,0,2022
India Vs West Indies,India,Yuzvendra Chahal,4,0,31,1,7.75,6,2,1,2,0,2022
India Vs West Indies,India,Harshal Patel,4,0,46,0,11.50,4,3,3,1,0,2022
India Vs West Indies,India,Ravi Bishnoi,4,0,30,1,7.50,9,2,1,2,0,2022
West Indies Vs India,India,Bhuvneshwar Kumar,4,0,31,1,7.75,13,4,1,1,0,2022
West Indies Vs India,India,Deepak Chahar,3,0,28,1,9.33,9,3,2,0,0,2022
West Indies Vs India,India,Harshal Patel,4,0,37,2,9.25,9,4,1,3,0,2022
West Indies Vs India,India,Yuzvendra Chahal,4,0,34,1,8.50,12,2,3,1,0,2022
West Indies Vs India,India,Ravi Bishnoi,4,0,17,2,4.25,17,1,0,6,0,2022
West Indies Vs India,India,Venkatesh Iyer,1,0,4,0,4.00,2,0,0,0,0,2022
West Indies Vs India,West Indies,Sheldon Cottrell,4,0,35,1,8.75,9,4,1,1,0,2022
West Indies Vs India,West Indies,Romario Shepherd,3,0,24,0,8.00,5,1,1,2,0,2022
West Indies Vs India,West Indies,Odean Smith,2,0,31,0,15.50,2,3,2,0,0,2022
West Indies Vs India,West Indies,Akeal Hosein,4,0,34,0,8.50,4,4,0,0,0,2022
West Indies Vs India,West Indies,Roston Chase,4,0,14,2,3.50,13,1,0,0,0,2022
West Indies Vs India,West Indies,Fabian Allen,1.5,0,23,1,12.54,2,3,1,0,0,2022
India Vs New Zealand,New Zealand,Trent Boult,4,0,31,1,7.75,13,4,1,2,0,2021
India Vs New Zealand,New Zealand,Adam Milne,4,0,47,1,11.75,7,7,1,1,0,2021
India Vs New Zealand,New Zealand,Lockie Ferguson,4,0,45,1,11.25,6,3,3,1,0,2021
India Vs New Zealand,New Zealand,Mitchell Santner,4,0,27,3,6.75,10,3,0,2,0,2021
India Vs New Zealand,New Zealand,Ish Sodhi,4,0,31,1,7.75,4,1,1,0,0,2021
India Vs New Zealand,India,Bhuvneshwar Kumar,2,0,12,0,6.00,8,1,1,0,0,2021
India Vs New Zealand,India,Deepak Chahar,2.2,0,26,1,11.14,5,4,1,0,0,2021
India Vs New Zealand,India,Axar Patel,3,0,9,3,3.00,13,1,0,0,0,2021
India Vs New Zealand,India,Yuzvendra Chahal,4,0,26,1,6.50,14,2,2,0,0,2021
India Vs New Zealand,India,Venkatesh Iyer,3,0,12,1,4.00,8,0,0,0,0,2021
India Vs New Zealand,India,Harshal Patel,3,0,26,2,8.66,8,0,3,1,0,2021
New Zealand Vs India,India,Bhuvneshwar Kumar,4,0,39,1,9.75,10,4,2,1,0,2021
New Zealand Vs India,India,Deepak Chahar,4,0,42,1,10.50,7,3,2,0,0,2021
New Zealand Vs India,India,Axar Patel,4,0,26,1,6.50,7,2,0,1,0,2021
New Zealand Vs India,India,Ravichandran Ashwin,4,0,19,1,4.75,10,1,0,2,0,2021
New Zealand Vs India,India,Harshal Patel,4,0,25,2,6.25,13,1,1,0,1,2021
New Zealand Vs India,New Zealand,Tim Southee,4,0,16,3,4.00,13,1,0,1,0,2021
New Zealand Vs India,New Zealand,Trent Boult,4,0,36,0,9.00,10,5,1,2,0,2021
New Zealand Vs India,New Zealand,Mitchell Santner,4,0,33,0,8.25,7,0,3,0,0,2021
New Zealand Vs India,New Zealand,Adam Milne,3,0,39,0,13.00,4,3,3,1,0,2021
New Zealand Vs India,New Zealand,Ish Sodhi,2,0,13,0,6.50,1,0,0,0,0,2021
New Zealand Vs India,New Zealand,James Neesham,0.2,0,12,0,36.00,0,0,2,0,0,2021
New Zealand Vs India,India,Bhuvneshwar Kumar,4,0,24,2,6.00,13,2,1,1,0,2021
New Zealand Vs India,India,Deepak Chahar,4,0,42,1,10.50,8,4,2,0,0,2021
New Zealand Vs India,India,Mohammed Siraj,4,0,39,1,9.75,6,2,2,1,0,2021
New Zealand Vs India,India,Ravichandran Ashwin,4,0,23,2,5.75,10,2,0,0,0,2021
New Zealand Vs India,India,Axar Patel,4,0,31,0,7.75,7,2,1,1,0,2021
New Zealand Vs India,New Zealand,Tim Southee,4,0,40,1,10.00,10,6,1,1,0,2021
New Zealand Vs India,New Zealand,Trent Boult,4,0,31,2,7.75,13,3,2,1,0,2021
New Zealand Vs India,New Zealand,Lockie Ferguson,4,0,24,0,6.00,12,1,1,2,0,2021
New Zealand Vs India,New Zealand,Mitchell Santner,4,0,19,1,4.75,10,1,0,0,0,2021
New Zealand Vs India,New Zealand,Todd Astle,3,0,34,0,11.33,4,2,2,1,0,2021
New Zealand Vs India,New Zealand,Daryl Mitchell,0.4,0,11,1,16.50,1,2,0,2,0,2021
Namibia Vs India,India,Mohammed Shami,4,0,39,0,9.75,9,1,2,2,0,2021
Namibia Vs India,India,Jasprit Bumrah,4,0,19,2,4.75,14,2,0,1,0,2021
Namibia Vs India,India,Ravichandran Ashwin,4,0,20,3,5.00,13,0,0,1,0,2021
Namibia Vs India,India,Ravindra Jadeja,4,0,16,3,4.00,13,1,0,0,0,2021
Namibia Vs India,India,Rahul Chahar,4,0,30,0,7.50,9,4,0,0,1,2021
Namibia Vs India,Namibia,Ruben Trumpelmann,3,0,26,0,8.66,6,4,0,0,0,2021
Namibia Vs India,Namibia,David Wiese,2,0,18,0,9.00,7,1,2,0,0,2021
Namibia Vs India,Namibia,Bernard Scholtz,1,0,11,0,11.00,3,1,1,0,0,2021
Namibia Vs India,Namibia,JJ Smit,2,0,17,0,8.50,2,2,0,0,0,2021
Namibia Vs India,Namibia,Jan Frylinck,2,0,19,1,9.50,1,1,1,0,0,2021
Namibia Vs India,Namibia,Jan Nicol Loftie-Eaton,4,0,31,0,7.75,7,4,0,0,0,2021
Namibia Vs India,Namibia,Michael van Lingen,1.2,0,13,0,9.75,2,2,0,0,0,2021
Scotland Vs India,India,Jasprit Bumrah,3.4,1,10,2,2.72,17,0,1,0,0,2021
Scotland Vs India,India,Varun Chakravarthy,3,0,15,0,5.00,10,2,0,0,0,2021
Scotland Vs India,India,Ravichandran Ashwin,4,0,29,1,7.25,11,4,0,2,0,2021
Scotland Vs India,India,Mohammed Shami,3,1,15,3,5.00,11,1,1,0,0,2021
Scotland Vs India,India,Ravindra Jadeja,4,0,15,3,3.75,12,1,0,0,0,2021
Scotland Vs India,Scotland,Mark Watt,2,0,20,1,10.00,3,2,1,0,0,2021
Scotland Vs India,Scotland,Brad Wheal,2,0,32,1,16.00,2,5,1,1,0,2021
Scotland Vs India,Scotland,Alasdair Evans,1,0,16,0,16.00,1,2,1,0,0,2021
Scotland Vs India,Scotland,Safyaan Sharif,1,0,14,0,14.00,3,2,1,0,0,2021
Scotland Vs India,Scotland,Chris Greaves,0.3,0,7,0,14.00,1,0,1,0,0,2021
India Vs Afghanistan,Afghanistan,Mohammad Nabi,1,0,7,0,7.00,2,1,0,0,0,2021
India Vs Afghanistan,Afghanistan,Sharafuddin Ashraf,2,0,25,0,12.50,1,3,1,0,0,2021
India Vs Afghanistan,Afghanistan,Naveen-ul-Haq,4,0,59,0,14.75,4,5,4,1,1,2021
India Vs Afghanistan,Afghanistan,Hamid Hassan,4,0,34,0,8.50,10,5,1,0,0,2021
India Vs Afghanistan,Afghanistan,Gulbadin Naib,4,0,39,1,9.75,5,3,2,0,0,2021
India Vs Afghanistan,Afghanistan,Rashid Khan,4,0,36,0,9.00,4,1,2,0,0,2021
India Vs Afghanistan,Afghanistan,Karim Janat,1,0,7,1,7.00,2,1,0,0,0,2021
India Vs Afghanistan,India,Mohammed Shami,4,0,32,3,8.00,13,3,2,1,0,2021
India Vs Afghanistan,India,Jasprit Bumrah,4,0,25,1,6.25,13,2,1,2,0,2021
India Vs Afghanistan,India,Hardik Pandya,2,0,23,0,11.50,3,3,1,0,0,2021
India Vs Afghanistan,India,Ravindra Jadeja,3,0,19,1,6.33,8,1,1,0,0,2021
India Vs Afghanistan,India,Ravichandran Ashwin,4,0,14,2,3.50,12,0,0,1,0,2021
India Vs Afghanistan,India,Shardul Thakur,3,0,31,0,10.33,2,1,2,0,0,2021
India Vs New Zealand,New Zealand,Trent Boult,4,0,20,3,5.00,13,3,0,0,0,2021
India Vs New Zealand,New Zealand,Tim Southee,4,0,26,1,6.50,11,2,1,0,0,2021
India Vs New Zealand,New Zealand,Mitchell Santner,4,0,15,0,3.75,11,0,0,0,0,2021
India Vs New Zealand,New Zealand,Adam Milne,4,0,30,1,7.50,10,3,1,1,0,2021
India Vs New Zealand,New Zealand,Ish Sodhi,4,0,17,2,4.25,9,0,0,1,0,2021
India Vs New Zealand,India,Varun Chakravarthy,4,0,23,0,5.75,9,2,0,0,0,2021
India Vs New Zealand,India,Jasprit Bumrah,4,0,19,2,4.75,15,1,0,3,0,2021
India Vs New Zealand,India,Ravindra Jadeja,2,0,23,0,11.50,4,3,1,0,0,2021
India Vs New Zealand,India,Mohammed Shami,1,0,11,0,11.00,1,0,1,1,0,2021
India Vs New Zealand,India,Shardul Thakur,1.3,0,17,0,11.33,3,2,1,0,0,2021
India Vs New Zealand,India,Hardik Pandya,2,0,17,0,8.50,2,2,0,1,0,2021
India Vs Pakistan,Pakistan,Shaheen Shah Afridi,4,0,31,3,7.75,13,2,2,1,1,2021
India Vs Pakistan,Pakistan,Imad Wasim,2,0,10,0,5.00,5,1,0,0,0,2021
India Vs Pakistan,Pakistan,Hasan Ali,4,0,44,2,11.00,8,5,2,0,0,2021
India Vs Pakistan,Pakistan,Shadab Khan,4,0,22,1,5.50,9,1,0,1,0,2021
India Vs Pakistan,Pakistan,Mohammad Hafeez,2,0,12,0,6.00,3,1,0,0,0,2021
India Vs Pakistan,Pakistan,Haris Rauf,4,0,25,1,6.25,8,1,0,2,0,2021
India Vs Pakistan,India,Bhuvneshwar Kumar,3,0,25,0,8.33,7,1,1,3,0,2021
India Vs Pakistan,India,Mohammed Shami,3.5,0,43,0,11.21,5,6,1,0,0,2021
India Vs Pakistan,India,Jasprit Bumrah,3,0,22,0,7.33,7,2,0,0,0,2021
India Vs Pakistan,India,Varun Chakravarthy,4,0,33,0,8.25,6,1,2,1,0,2021
India Vs Pakistan,India,Ravindra Jadeja,4,0,28,0,7.00,8,2,1,0,0,2021
India Vs Sri Lanka,Sri Lanka,Dushmantha Chameera,4,0,16,1,4.00,13,1,0,1,0,2021
India Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,2,0,12,0,6.00,4,1,0,0,0,2021
India Vs Sri Lanka,Sri Lanka,Ramesh Mendis,2,0,13,1,6.50,4,1,0,1,0,2021
India Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga,4,0,9,4,2.25,15,0,0,0,0,2021
India Vs Sri Lanka,Sri Lanka,Akila Dananjaya,4,0,11,0,2.75,14,0,0,0,0,2021
India Vs Sri Lanka,Sri Lanka,Dasun Shanaka,4,0,20,2,5.00,11,1,0,1,0,2021
India Vs Sri Lanka,India,Bhuvneshwar Kumar,2,0,9,0,4.50,8,0,0,2,0,2021
India Vs Sri Lanka,India,Varun Chakravarthy,3.3,0,15,0,4.28,10,1,0,1,0,2021
India Vs Sri Lanka,India,Sandeep Warrier,3,0,23,0,7.66,8,2,0,1,0,2021
India Vs Sri Lanka,India,Rahul Chahar,4,0,15,3,3.75,13,1,0,0,0,2021
India Vs Sri Lanka,India,Kuldeep Yadav,2,0,16,0,8.00,3,1,0,1,0,2021
India Vs Sri Lanka,Sri Lanka,Dushmantha Chameera,4,0,23,1,5.75,10,1,0,2,0,2021
India Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,1,0,6,0,6.00,1,0,0,0,0,2021
India Vs Sri Lanka,Sri Lanka,Akila Dananjaya,4,0,29,2,7.25,6,2,0,1,0,2021
India Vs Sri Lanka,Sri Lanka,Isuru Udana,1,0,7,0,7.00,2,1,0,0,0,2021
India Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga,4,0,30,1,7.50,8,1,0,1,0,2021
India Vs Sri Lanka,Sri Lanka,Dasun Shanaka,2,0,14,1,7.00,5,1,0,1,0,2021
India Vs Sri Lanka,Sri Lanka,Ramesh Mendis,2,0,9,0,4.50,6,1,0,0,0,2021
India Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,2,0,13,0,6.50,4,0,1,0,0,2021
India Vs Sri Lanka,India,Bhuvneshwar Kumar,4,0,21,1,5.25,11,0,1,0,0,2021
India Vs Sri Lanka,India,Chetan Sakariya,3.4,0,34,1,9.27,8,5,0,1,0,2021
India Vs Sri Lanka,India,Varun Chakravarthy,4,0,18,1,4.50,10,1,0,0,0,2021
India Vs Sri Lanka,India,Rahul Chahar,4,0,27,1,6.75,8,3,0,0,0,2021
India Vs Sri Lanka,India,Kuldeep Yadav,4,0,30,2,7.50,6,1,1,1,0,2021
India Vs Sri Lanka,Sri Lanka,Dushmantha Chameera,4,0,24,2,6.00,10,2,0,1,0,2021
India Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,4,0,34,1,8.50,6,2,1,3,0,2021
India Vs Sri Lanka,Sri Lanka,Akila Dananjaya,3,0,40,0,13.33,4,4,2,1,0,2021
India Vs Sri Lanka,Sri Lanka,Isuru Udana,4,0,32,0,8.00,7,2,1,0,0,2021
India Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga,4,0,28,2,7.00,8,2,1,0,0,2021
India Vs Sri Lanka,Sri Lanka,Dasun Shanaka,1,0,4,0,4.00,2,0,0,0,0,2021
India Vs Sri Lanka,India,Bhuvneshwar Kumar,3.3,0,22,4,6.28,10,1,1,2,0,2021
India Vs Sri Lanka,India,Deepak Chahar,3,0,24,2,8.00,9,4,0,1,0,2021
India Vs Sri Lanka,India,Krunal Pandya,2,0,16,1,8.00,3,1,0,1,0,2021
India Vs Sri Lanka,India,Varun Chakravarthy,4,0,28,1,7.00,9,1,2,0,0,2021
India Vs Sri Lanka,India,Yuzvendra Chahal,4,0,19,1,4.75,10,1,0,1,0,2021
India Vs Sri Lanka,India,Hardik Pandya,2,0,17,1,8.50,5,1,1,0,0,2021
India Vs England,England,Adil Rashid,4,0,31,1,7.75,8,0,3,0,0,2021
India Vs England,England,Jofra Archer,4,0,43,0,10.75,4,5,0,1,0,2021
India Vs England,England,Mark Wood,4,0,53,0,13.25,5,6,2,1,0,2021
India Vs England,England,Chris Jordan,4,0,57,0,14.25,4,6,3,0,0,2021
India Vs England,England,Sam Curran,1,0,11,0,11.00,1,0,1,0,0,2021
India Vs England,England,Ben Stokes,3,0,26,1,8.66,6,1,2,0,0,2021
India Vs England,India,Bhuvneshwar Kumar,4,0,15,2,3.75,17,1,0,4,0,2021
India Vs England,India,Hardik Pandya,4,0,34,1,8.50,9,3,1,4,0,2021
India Vs England,India,Washington Sundar,1,0,13,0,13.00,0,2,0,0,0,2021
India Vs England,India,Shardul Thakur,4,0,45,3,11.25,10,3,4,0,0,2021
India Vs England,India,T Natarajan,4,0,39,1,9.75,7,5,1,0,0,2021
India Vs England,India,Rahul Chahar,3,0,33,0,11.00,4,0,3,3,0,2021
India Vs England,England,Adil Rashid,4,1,39,1,9.75,8,4,2,0,0,2021
India Vs England,England,Jofra Archer,4,0,33,4,8.25,10,4,1,1,0,2021
India Vs England,England,Mark Wood,4,1,25,1,6.25,14,4,0,1,0,2021
India Vs England,England,Chris Jordan,4,0,41,0,10.25,6,4,2,1,0,2021
India Vs England,England,Ben Stokes,3,0,26,1,8.66,5,3,0,1,0,2021
India Vs England,England,Sam Curran,1,0,16,1,16.00,1,2,1,0,0,2021
India Vs England,India,Bhuvneshwar Kumar,4,1,30,1,7.50,12,3,1,1,0,2021
India Vs England,India,Hardik Pandya,4,0,16,2,4.00,13,1,0,0,0,2021
India Vs England,India,Shardul Thakur,4,0,42,3,10.50,9,4,2,2,0,2021
India Vs England,India,Washington Sundar,4,0,52,0,13.00,5,5,3,0,0,2021
India Vs England,India,Rahul Chahar,4,0,35,2,8.75,7,2,2,1,0,2021
India Vs England,England,Adil Rashid,4,0,26,0,6.50,9,3,0,0,0,2021
India Vs England,England,Jofra Archer,4,0,32,0,8.00,13,3,2,1,0,2021
India Vs England,England,Mark Wood,4,0,31,3,7.75,13,3,2,0,0,2021
India Vs England,England,Chris Jordan,4,1,35,2,8.75,11,3,2,1,0,2021
India Vs England,England,Ben Stokes,2,0,12,0,6.00,4,1,0,1,0,2021
India Vs England,England,Sam Curran,2,0,14,0,7.00,3,1,0,0,0,2021
India Vs England,India,Bhuvneshwar Kumar,4,0,27,0,6.75,10,3,0,0,0,2021
India Vs England,India,Shardul Thakur,3.2,0,36,0,10.80,7,5,1,1,0,2021
India Vs England,India,Yuzvendra Chahal,4,0,41,1,10.25,6,3,2,0,0,2021
India Vs England,India,Hardik Pandya,3,0,22,0,7.33,3,0,1,1,0,2021
India Vs England,India,Washington Sundar,4,0,26,1,6.50,7,1,1,0,0,2021
